730654.0416666666;0
730654.0833333334;0
730654.125;0
730654.1666666666;0
730654.2083333334;0.9512916666666668
730654.25;3.581333333333334
730654.2916666666;6.882875
730654.3333333334;10.29633333333333
730654.375;13.48595833333334
730654.4166666666;16.06004166666667
730654.4583333334;17.962625
730654.5;18.74604166666667
730654.5416666666;18.802
730654.5833333334;17.73879166666667
730654.625;15.72429166666667
730654.6666666666;13.15020833333333
730654.7083333334;10.0725
730654.75;6.770958333333334
730654.7916666666;3.525375
730654.8333333334;0.8953333333333334
730654.875;0
730654.9166666666;0
730654.9583333334;0
730655;0
